Total Number of Aligned Reads:	281549	Total Number of Mapped Genomes:	20286
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
NZ_CABIYR010000010.1	0.49859385647366694	0.392851688338442	110607.0	0.392851688338442	0.0	0.38724996700190506	0.31812903153964533	89568.9107009556	0.2587897666125612	0.11999332265431595
NZ_BMRF01000063.1	0.12843110747012954	0.12305495668604755	34646.0	0.12305495668604755	0.0	0.04648291630299372	0.04540451379527942	12783.595454547125	0.043083086780631434	0.07209047093045971
NZ_BMRF01000072.1	0.05687639810141678	0.054043878685415325	15216.0	0.054043878685415325	0.0	0.027176010026239393	0.02289548178114563	6446.199999999771	0.021175710089540365	0.017677207164649846
NZ_BHXD01000053.1	0.040902082037854864	0.03669343524572987	10331.0	0.03669343524572987	0.0	0.040902082037854864	0.03666857278839562	10324.0	0.03666502100877645	3.5517796191781894e-06
NZ_BMSH01000129.1	0.038695527813571357	0.023519884638197968	6622.0	0.023519884638197968	0.0	0.029558666259931452	0.022927329405065006	6455.166666666647	0.022312279567677385	0.0011507765966137333
NZ_QPLJ01000067.1	0.03752386967222214	0.04388934075418489	12357.0	0.04388934075418489	0.0	0.011048265350625048	0.013148609221762881	3701.9777777781173	0.00739480516712899	0.030701583028176268
NZ_BHXD01000057.1	0.021047727843332364	0.017620378690742997	4961.0	0.017620378690742997	0.0	0.02104772782144403	0.017615051021314228	4959.5	0.017616826911123817	0.0
NZ_BMIV01000059.1	0.01848161763587902	0.013344036029252456	3757.0	0.013344036029252456	0.0	0.03154343561892028	0.026092261027385766	7346.249999999435	0.023658404043345918	0.010790306483063339
NZ_BNBF01000096.1	0.014424581830985949	0.009362491076153707	2636.0	0.009362491076153707	0.0	0.014424581830985949	0.009358939296534528	2635.0	0.009358939296534528	0.0
NZ_QPLJ01000097.1	0.012394518407149986	0.01830587215724439	5154.0	0.01830587215724439	0.0	0.008642106277679903	0.011571993980917945	3258.0833333334667	0.0103569893695236	0.003796852412901484
NZ_BNBB01000081.1	0.007770866635108463	0.009135177180526304	2572.0	0.009135177180526304	0.0	0.004122216791571009	0.004262135543013837	1200.000000000003	0.0028627343730576204	0.006304408824041286
NZ_BHXD01000040.1	0.0074139454599889175	0.012179052314162012	3429.0	0.012179052314162012	0.0	0.0016974184203102803	0.0033744866198542997	950.0833333333583	0.0011117070208027733	0.010200711066279759
NZ_CP032621.1	0.007413125592213606	0.005931471964027576	1670.0	0.005931471964027576	0.0	0.0005278805126482937	0.000634845750359049	178.74018616783988	8.169093124109835e-05	0.0032392230126905086
NZ_JADKPO010000068.1	0.00673708763732337	0.007078696781022131	1993.0	0.007078696781022131	0.0	0.0013935423724658108	0.001637750362380794	461.1069767779502	0.0013461244756685336	0.005679295611065924
NZ_BMRF01000125.1	0.005909024731652834	0.004809109604367268	1354.0	0.004809109604367268	0.0	0.004323047739893408	0.004263319469553561	1200.3333333333355	0.004471690540545341	0.003228567673832974
NZ_RRUE01000006.1	0.005574200999795582	0.00484462740055905	1364.0	0.00484462740055905	0.0	0.0007750005330991693	0.0006974253728578827	196.359416302764	2.1310677715069137e-05	0.004745177571222061
NZ_BNBF01000074.1	0.004688941342768434	0.003434570891745309	967.0	0.003434570891745309	0.0	0.003695043383318337	0.002830768356485017	797.0	0.0034203637732685963	7.103559238356379e-06
NZ_BNBF01000107.1	0.004487266249851851	0.00419820350986862	1182.0	0.00419820350986862	0.0	0.004487266249851851	0.004191691913900127	1180.1666666666667	0.004187548171011085	7.103559238356379e-06
NZ_WJPN01000037.1	0.0043079241832246675	0.0030545304724932426	860.0	0.0030545304724932426	0.0	0.0005395514833722328	0.00043715380516937813	123.08021669163324	1.0655338857534569e-05	0.004784247147033021
NZ_BMRF01000083.1	0.004254309459925925	0.0031433249629726975	885.0	0.0031433249629726975	0.0	0.0016640478323813408	0.0010853646552938688	305.5833333333334	0.0009838429545123584	0.0017332684541589564
NZ_BMIV01000076.1	0.0039054092407965163	0.003555331398797367	1001.0	0.003555331398797367	0.0	0.017576637981742672	0.022959887384907406	6464.333333333296	0.03574155830779012	0.0015272652362466213
NZ_BMRF01000099.1	0.003875962619769839	0.0034949511452713384	984.0	0.0034949511452713384	0.0	0.007337580236868512	0.0022121667394781495	622.8333333333335	0.0019215127739754003	0.002475590394567198
